mes_ano,valor_original,cidade,metrica,valor_reais
01-1989,44.95,São Paulo,preco_cesta,44.95
02-1989,51.23,São Paulo,preco_cesta,51.23
03-1989,56.45,São Paulo,preco_cesta,56.45
04-1989,60.14,São Paulo,preco_cesta,60.14
05-1989,72.9,São Paulo,preco_cesta,72.9
06-1989,100.07,São Paulo,preco_cesta,100.07
07-1989,112.87,São Paulo,preco_cesta,112.87
08-1989,153.51,São Paulo,preco_cesta,153.51
09-1989,195.04,São Paulo,preco_cesta,195.04
10-1989,239.6,São Paulo,preco_cesta,239.6
11-1989,364.06,São Paulo,preco_cesta,364.06
12-1989,531.32,São Paulo,preco_cesta,531.32
01-1990,1063.03,São Paulo,preco_cesta,1063.03
02-1990,1551.97,São Paulo,preco_cesta,1551.97
03-1990,2821.34,São Paulo,preco_cesta,2821.34
04-1990,3104.16,São Paulo,preco_cesta,3104.16
05-1990,3562.14,São Paulo,preco_cesta,3562.14
06-1990,4135.4,São Paulo,preco_cesta,4135.4
07-1990,4750.71,São Paulo,preco_cesta,4750.71
08-1990,5267.1,São Paulo,preco_cesta,5267.1
09-1990,6189.43,São Paulo,preco_cesta,6189.43
10-1990,6841.21,São Paulo,preco_cesta,6841.21
11-1990,7273.32,São Paulo,preco_cesta,7273.32
12-1990,7895.84,São Paulo,preco_cesta,7895.84
01-1991,9912.15,São Paulo,preco_cesta,9912.15
02-1991,11943.93,São Paulo,preco_cesta,11943.93
03-1991,12666.08,São Paulo,preco_cesta,12666.08
04-1991,15136.85,São Paulo,preco_cesta,15136.85
05-1991,15313.43,São Paulo,preco_cesta,15313.43
06-1991,15860.32,São Paulo,preco_cesta,15860.32
07-1991,18409.23,São Paulo,preco_cesta,18409.23
08-1991,21464.22,São Paulo,preco_cesta,21464.22
09-1991,24606.74,São Paulo,preco_cesta,24606.74
10-1991,32988.11,São Paulo,preco_cesta,32988.11
11-1991,42151.6,São Paulo,preco_cesta,42151.6
12-1991,50743.21,São Paulo,preco_cesta,50743.21
01-1992,62707.12,São Paulo,preco_cesta,62707.12
02-1992,72561.41,São Paulo,preco_cesta,72561.41
03-1992,89001.75,São Paulo,preco_cesta,89001.75
04-1992,110776.34,São Paulo,preco_cesta,110776.34
05-1992,132321.51,São Paulo,preco_cesta,132321.51
06-1992,158161.68,São Paulo,preco_cesta,158161.68
07-1992,196315.72,São Paulo,preco_cesta,196315.72
08-1992,262527.59,São Paulo,preco_cesta,262527.59
09-1992,340303.17,São Paulo,preco_cesta,340303.17
10-1992,415423.25,São Paulo,preco_cesta,415423.25
11-1992,486880.44,São Paulo,preco_cesta,486880.44
12-1992,595657.81,São Paulo,preco_cesta,595657.81
01-1993,774525.95,São Paulo,preco_cesta,774525.95
02-1993,962414,São Paulo,preco_cesta,962414.0
03-1993,1227738.33,São Paulo,preco_cesta,1227738.33
04-1993,1779189.69,São Paulo,preco_cesta,1779189.69
05-1993,2220695,São Paulo,preco_cesta,2220695.0
06-1993,2842301.09,São Paulo,preco_cesta,2842301.09
07-1993,3452747.8,São Paulo,preco_cesta,3452747.8
08-1993,4883.12,São Paulo,preco_cesta,4883.12
09-1993,6339.29,São Paulo,preco_cesta,6339.29
10-1993,8458.47,São Paulo,preco_cesta,8458.47
11-1993,11934.08,São Paulo,preco_cesta,11934.08
12-1993,16953.23,São Paulo,preco_cesta,16953.23
01-1994,25268.91,São Paulo,preco_cesta,25268.91
02-1994,35526.07,São Paulo,preco_cesta,35526.07
03-1994,53631.77,São Paulo,preco_cesta,53631.77
04-1994,77463.6,São Paulo,preco_cesta,77463.6
05-1994,97990.74,São Paulo,preco_cesta,97990.74
06-1994,148561.94,São Paulo,preco_cesta,148561.94
07-1994,67.4,São Paulo,preco_cesta,67.4
08-1994,77.42,São Paulo,preco_cesta,77.42
09-1994,83.43,São Paulo,preco_cesta,83.43
10-1994,88.8,São Paulo,preco_cesta,88.8
11-1994,89.26,São Paulo,preco_cesta,89.26
12-1994,87.42,São Paulo,preco_cesta,87.42
01-1995,86.81,São Paulo,preco_cesta,86.81
02-1995,83.79,São Paulo,preco_cesta,83.79
03-1995,88.66,São Paulo,preco_cesta,88.66
04-1995,97.48,São Paulo,preco_cesta,97.48
05-1995,92.61,São Paulo,preco_cesta,92.61
06-1995,88.21,São Paulo,preco_cesta,88.21
07-1995,87.55,São Paulo,preco_cesta,87.55
08-1995,86.79,São Paulo,preco_cesta,86.79
09-1995,85.26,São Paulo,preco_cesta,85.26
10-1995,87.5,São Paulo,preco_cesta,87.5
11-1995,89.04,São Paulo,preco_cesta,89.04
12-1995,91.52,São Paulo,preco_cesta,91.52
01-1996,92.57,São Paulo,preco_cesta,92.57
02-1996,93.77,São Paulo,preco_cesta,93.77
03-1996,91.65,São Paulo,preco_cesta,91.65
04-1996,92.98,São Paulo,preco_cesta,92.98
05-1996,96.18,São Paulo,preco_cesta,96.18
06-1996,96.34,São Paulo,preco_cesta,96.34
07-1996,97.99,São Paulo,preco_cesta,97.99
08-1996,97.26,São Paulo,preco_cesta,97.26
09-1996,96.94,São Paulo,preco_cesta,96.94
10-1996,96.35,São Paulo,preco_cesta,96.35
11-1996,94.56,São Paulo,preco_cesta,94.56
12-1996,92.64,São Paulo,preco_cesta,92.64
01-1997,92.18,São Paulo,preco_cesta,92.18
02-1997,93.79,São Paulo,preco_cesta,93.79
03-1997,101.12,São Paulo,preco_cesta,101.12
04-1997,102.81,São Paulo,preco_cesta,102.81
05-1997,97.71,São Paulo,preco_cesta,97.71
06-1997,94.05,São Paulo,preco_cesta,94.05
07-1997,91.7,São Paulo,preco_cesta,91.7
08-1997,91.46,São Paulo,preco_cesta,91.46
09-1997,91.14,São Paulo,preco_cesta,91.14
10-1997,94,São Paulo,preco_cesta,94.0
11-1997,94.81,São Paulo,preco_cesta,94.81
12-1997,98.32,São Paulo,preco_cesta,98.32
01-1998,100.01,São Paulo,preco_cesta,100.01
02-1998,99.65,São Paulo,preco_cesta,99.65
03-1998,101.97,São Paulo,preco_cesta,101.97
04-1998,106.3,São Paulo,preco_cesta,106.3
05-1998,112.14,São Paulo,preco_cesta,112.14
06-1998,111.47,São Paulo,preco_cesta,111.47
07-1998,105.08,São Paulo,preco_cesta,105.08
08-1998,101.43,São Paulo,preco_cesta,101.43
09-1998,100.53,São Paulo,preco_cesta,100.53
10-1998,102.49,São Paulo,preco_cesta,102.49
11-1998,101.76,São Paulo,preco_cesta,101.76
12-1998,102.09,São Paulo,preco_cesta,102.09
01-1999,104.86,São Paulo,preco_cesta,104.86
02-1999,106.75,São Paulo,preco_cesta,106.75
03-1999,106.28,São Paulo,preco_cesta,106.28
04-1999,104.54,São Paulo,preco_cesta,104.54
05-1999,105.05,São Paulo,preco_cesta,105.05
06-1999,104,São Paulo,preco_cesta,104.0
07-1999,103.03,São Paulo,preco_cesta,103.03
08-1999,106.23,São Paulo,preco_cesta,106.23
09-1999,108.17,São Paulo,preco_cesta,108.17
10-1999,111.11,São Paulo,preco_cesta,111.11
11-1999,111.91,São Paulo,preco_cesta,111.91
12-1999,111.96,São Paulo,preco_cesta,111.96
01-2000,112.22,São Paulo,preco_cesta,112.22
02-2000,110.8,São Paulo,preco_cesta,110.8
03-2000,115.13,São Paulo,preco_cesta,115.13
04-2000,115.92,São Paulo,preco_cesta,115.92
05-2000,111.78,São Paulo,preco_cesta,111.78
06-2000,109.44,São Paulo,preco_cesta,109.44
07-2000,111.43,São Paulo,preco_cesta,111.43
08-2000,114.63,São Paulo,preco_cesta,114.63
09-2000,119.47,São Paulo,preco_cesta,119.47
10-2000,122.61,São Paulo,preco_cesta,122.61
11-2000,121.61,São Paulo,preco_cesta,121.61
12-2000,119.54,São Paulo,preco_cesta,119.54
01-2001,123.36,São Paulo,preco_cesta,123.36
02-2001,123.44,São Paulo,preco_cesta,123.44
03-2001,124.76,São Paulo,preco_cesta,124.76
04-2001,129.49,São Paulo,preco_cesta,129.49
05-2001,129.78,São Paulo,preco_cesta,129.78
06-2001,127.58,São Paulo,preco_cesta,127.58
07-2001,125.68,São Paulo,preco_cesta,125.68
08-2001,126.39,São Paulo,preco_cesta,126.39
09-2001,125.01,São Paulo,preco_cesta,125.01
10-2001,125,São Paulo,preco_cesta,125.0
11-2001,127.28,São Paulo,preco_cesta,127.28
12-2001,128.6,São Paulo,preco_cesta,128.6
01-2002,129.21,São Paulo,preco_cesta,129.21
02-2002,128.63,São Paulo,preco_cesta,128.63
03-2002,129.89,São Paulo,preco_cesta,129.89
04-2002,132.22,São Paulo,preco_cesta,132.22
05-2002,129.26,São Paulo,preco_cesta,129.26
06-2002,131.5,São Paulo,preco_cesta,131.5
07-2002,134.64,São Paulo,preco_cesta,134.64
08-2002,138.29,São Paulo,preco_cesta,138.29
09-2002,140.45,São Paulo,preco_cesta,140.45
10-2002,142.12,São Paulo,preco_cesta,142.12
11-2002,154.74,São Paulo,preco_cesta,154.74
12-2002,158.73,São Paulo,preco_cesta,158.73
01-2003,162.79,São Paulo,preco_cesta,162.79
02-2003,166.54,São Paulo,preco_cesta,166.54
03-2003,174.59,São Paulo,preco_cesta,174.59
04-2003,185.4,São Paulo,preco_cesta,185.4
05-2003,175.95,São Paulo,preco_cesta,175.95
06-2003,169.22,São Paulo,preco_cesta,169.22
07-2003,162.15,São Paulo,preco_cesta,162.15
08-2003,158.34,São Paulo,preco_cesta,158.34
09-2003,161.45,São Paulo,preco_cesta,161.45
10-2003,162.58,São Paulo,preco_cesta,162.58
11-2003,163.54,São Paulo,preco_cesta,163.54
12-2003,164.79,São Paulo,preco_cesta,164.79
01-2004,171.03,São Paulo,preco_cesta,171.03
02-2004,167,São Paulo,preco_cesta,167.0
03-2004,166.96,São Paulo,preco_cesta,166.96
04-2004,165,São Paulo,preco_cesta,165.0
05-2004,168.68,São Paulo,preco_cesta,168.68
06-2004,174.9,São Paulo,preco_cesta,174.9
07-2004,173.95,São Paulo,preco_cesta,173.95
08-2004,182.26,São Paulo,preco_cesta,182.26
09-2004,178.37,São Paulo,preco_cesta,178.37
10-2004,177.14,São Paulo,preco_cesta,177.14
11-2004,171.06,São Paulo,preco_cesta,171.06
12-2004,172.2,São Paulo,preco_cesta,172.2
01-2005,172.87,São Paulo,preco_cesta,172.87
02-2005,175.04,São Paulo,preco_cesta,175.04
03-2005,175.87,São Paulo,preco_cesta,175.87
04-2005,180.93,São Paulo,preco_cesta,180.93
05-2005,188.63,São Paulo,preco_cesta,188.63
06-2005,183.14,São Paulo,preco_cesta,183.14
07-2005,178.22,São Paulo,preco_cesta,178.22
08-2005,175.12,São Paulo,preco_cesta,175.12
09-2005,172.34,São Paulo,preco_cesta,172.34
10-2005,174.77,São Paulo,preco_cesta,174.77
11-2005,184.67,São Paulo,preco_cesta,184.67
12-2005,183.43,São Paulo,preco_cesta,183.43
01-2006,177.45,São Paulo,preco_cesta,177.45
02-2006,175.54,São Paulo,preco_cesta,175.54
03-2006,177.28,São Paulo,preco_cesta,177.28
04-2006,182.95,São Paulo,preco_cesta,182.95
05-2006,178.99,São Paulo,preco_cesta,178.99
06-2006,172.31,São Paulo,preco_cesta,172.31
07-2006,170.5,São Paulo,preco_cesta,170.5
08-2006,169.62,São Paulo,preco_cesta,169.62
09-2006,172.1,São Paulo,preco_cesta,172.1
10-2006,179.74,São Paulo,preco_cesta,179.74
11-2006,185.29,São Paulo,preco_cesta,185.29
12-2006,182.05,São Paulo,preco_cesta,182.05
01-2007,184.72,São Paulo,preco_cesta,184.72
02-2007,185.96,São Paulo,preco_cesta,185.96
03-2007,192.86,São Paulo,preco_cesta,192.86
04-2007,188.8,São Paulo,preco_cesta,188.8
05-2007,184.93,São Paulo,preco_cesta,184.93
06-2007,187.45,São Paulo,preco_cesta,187.45
07-2007,186.98,São Paulo,preco_cesta,186.98
08-2007,193.04,São Paulo,preco_cesta,193.04
09-2007,194.34,São Paulo,preco_cesta,194.34
10-2007,201.25,São Paulo,preco_cesta,201.25
11-2007,205.48,São Paulo,preco_cesta,205.48
12-2007,214.63,São Paulo,preco_cesta,214.63
01-2008,229.09,São Paulo,preco_cesta,229.09
02-2008,226.2,São Paulo,preco_cesta,226.2
03-2008,223.94,São Paulo,preco_cesta,223.94
04-2008,227.81,São Paulo,preco_cesta,227.81
05-2008,233.92,São Paulo,preco_cesta,233.92
06-2008,245.24,São Paulo,preco_cesta,245.24
07-2008,252.13,São Paulo,preco_cesta,252.13
08-2008,241.15,São Paulo,preco_cesta,241.15
09-2008,234.68,São Paulo,preco_cesta,234.68
10-2008,238.15,São Paulo,preco_cesta,238.15
11-2008,238.66,São Paulo,preco_cesta,238.66
12-2008,239.49,São Paulo,preco_cesta,239.49
01-2009,241.53,São Paulo,preco_cesta,241.53
02-2009,237.34,São Paulo,preco_cesta,237.34
03-2009,221.9,São Paulo,preco_cesta,221.9
04-2009,225.63,São Paulo,preco_cesta,225.63
05-2009,227.36,São Paulo,preco_cesta,227.36
06-2009,228.1,São Paulo,preco_cesta,228.1
07-2009,227.17,São Paulo,preco_cesta,227.17
08-2009,225.69,São Paulo,preco_cesta,225.69
09-2009,229.89,São Paulo,preco_cesta,229.89
10-2009,230.03,São Paulo,preco_cesta,230.03
11-2009,234.99,São Paulo,preco_cesta,234.99
12-2009,228.19,São Paulo,preco_cesta,228.19
01-2010,225.02,São Paulo,preco_cesta,225.02
02-2010,229.64,São Paulo,preco_cesta,229.64
03-2010,253.74,São Paulo,preco_cesta,253.74
04-2010,261.39,São Paulo,preco_cesta,261.39
05-2010,256.31,São Paulo,preco_cesta,256.31
06-2010,249.06,São Paulo,preco_cesta,249.06
07-2010,239.38,São Paulo,preco_cesta,239.38
08-2010,235.65,São Paulo,preco_cesta,235.65
09-2010,241.08,São Paulo,preco_cesta,241.08
10-2010,253.79,São Paulo,preco_cesta,253.79
11-2010,264.61,São Paulo,preco_cesta,264.61
12-2010,265.15,São Paulo,preco_cesta,265.15
01-2011,261.25,São Paulo,preco_cesta,261.25
02-2011,261.18,São Paulo,preco_cesta,261.18
03-2011,267.58,São Paulo,preco_cesta,267.58
04-2011,268.52,São Paulo,preco_cesta,268.52
05-2011,272.98,São Paulo,preco_cesta,272.98
06-2011,273.48,São Paulo,preco_cesta,273.48
07-2011,263.38,São Paulo,preco_cesta,263.38
08-2011,266.75,São Paulo,preco_cesta,266.75
09-2011,267.19,São Paulo,preco_cesta,267.19
10-2011,266.97,São Paulo,preco_cesta,266.97
11-2011,276.31,São Paulo,preco_cesta,276.31
12-2011,277.27,São Paulo,preco_cesta,277.27
01-2012,285.54,São Paulo,preco_cesta,285.54
02-2012,276.54,São Paulo,preco_cesta,276.54
03-2012,273.25,São Paulo,preco_cesta,273.25
04-2012,277.27,São Paulo,preco_cesta,277.27
05-2012,283.69,São Paulo,preco_cesta,283.69
06-2012,287.63,São Paulo,preco_cesta,287.63
07-2012,299.39,São Paulo,preco_cesta,299.39
08-2012,306.02,São Paulo,preco_cesta,306.02
09-2012,309.08,São Paulo,preco_cesta,309.08
10-2012,311.55,São Paulo,preco_cesta,311.55
11-2012,299.26,São Paulo,preco_cesta,299.26
12-2012,304.9,São Paulo,preco_cesta,304.9
01-2013,318.4,São Paulo,preco_cesta,318.4
02-2013,326.59,São Paulo,preco_cesta,326.59
03-2013,336.26,São Paulo,preco_cesta,336.26
04-2013,344.3,São Paulo,preco_cesta,344.3
05-2013,342.05,São Paulo,preco_cesta,342.05
06-2013,340.46,São Paulo,preco_cesta,340.46
07-2013,327.44,São Paulo,preco_cesta,327.44
08-2013,319.66,São Paulo,preco_cesta,319.66
09-2013,312.07,São Paulo,preco_cesta,312.07
10-2013,321.14,São Paulo,preco_cesta,321.14
11-2013,325.56,São Paulo,preco_cesta,325.56
12-2013,327.24,São Paulo,preco_cesta,327.24
01-2014,323.47,São Paulo,preco_cesta,323.47
02-2014,325.35,São Paulo,preco_cesta,325.35
03-2014,351.46,São Paulo,preco_cesta,351.46
04-2014,357.85,São Paulo,preco_cesta,357.85
05-2014,366.54,São Paulo,preco_cesta,366.54
06-2014,354.63,São Paulo,preco_cesta,354.63
07-2014,345.42,São Paulo,preco_cesta,345.42
08-2014,337.8,São Paulo,preco_cesta,337.8
09-2014,333.12,São Paulo,preco_cesta,333.12
10-2014,341.04,São Paulo,preco_cesta,341.04
11-2014,347.96,São Paulo,preco_cesta,347.96
12-2014,354.19,São Paulo,preco_cesta,354.19
01-2015,371.22,São Paulo,preco_cesta,371.22
02-2015,378.86,São Paulo,preco_cesta,378.86
03-2015,379.35,São Paulo,preco_cesta,379.35
04-2015,387.05,São Paulo,preco_cesta,387.05
05-2015,402.05,São Paulo,preco_cesta,402.05
06-2015,392.77,São Paulo,preco_cesta,392.77
07-2015,395.83,São Paulo,preco_cesta,395.83
08-2015,386.04,São Paulo,preco_cesta,386.04
09-2015,383.21,São Paulo,preco_cesta,383.21
10-2015,382.13,São Paulo,preco_cesta,382.13
11-2015,399.21,São Paulo,preco_cesta,399.21
12-2015,412.12,São Paulo,preco_cesta,412.12
01-2016,448.31,São Paulo,preco_cesta,448.31
02-2016,443.4,São Paulo,preco_cesta,443.4
03-2016,444.11,São Paulo,preco_cesta,444.11
04-2016,442.42,São Paulo,preco_cesta,442.42
05-2016,449.7,São Paulo,preco_cesta,449.7
06-2016,469.02,São Paulo,preco_cesta,469.02
07-2016,475.27,São Paulo,preco_cesta,475.27
08-2016,475.11,São Paulo,preco_cesta,475.11
09-2016,471.57,São Paulo,preco_cesta,471.57
10-2016,469.55,São Paulo,preco_cesta,469.55
11-2016,450.39,São Paulo,preco_cesta,450.39
12-2016,438.89,São Paulo,preco_cesta,438.89
01-2017,435.89,São Paulo,preco_cesta,435.89
02-2017,426.22,São Paulo,preco_cesta,426.22
03-2017,435.34,São Paulo,preco_cesta,435.34
04-2017,446.28,São Paulo,preco_cesta,446.28
05-2017,458.93,São Paulo,preco_cesta,458.93
06-2017,441.61,São Paulo,preco_cesta,441.61
07-2017,445.83,São Paulo,preco_cesta,445.83
08-2017,431.66,São Paulo,preco_cesta,431.66
09-2017,421.02,São Paulo,preco_cesta,421.02
10-2017,428.13,São Paulo,preco_cesta,428.13
11-2017,423.23,São Paulo,preco_cesta,423.23
12-2017,424.36,São Paulo,preco_cesta,424.36
01-2018,439.2,São Paulo,preco_cesta,439.2
02-2018,437.33,São Paulo,preco_cesta,437.33
03-2018,437.84,São Paulo,preco_cesta,437.84
04-2018,434.8,São Paulo,preco_cesta,434.8
05-2018,441.16,São Paulo,preco_cesta,441.16
06-2018,451.63,São Paulo,preco_cesta,451.63
07-2018,437.42,São Paulo,preco_cesta,437.42
08-2018,432.81,São Paulo,preco_cesta,432.81
09-2018,432.83,São Paulo,preco_cesta,432.83
10-2018,446.02,São Paulo,preco_cesta,446.02
11-2018,471.37,São Paulo,preco_cesta,471.37
12-2018,471.44,São Paulo,preco_cesta,471.44
01-2019,467.65,São Paulo,preco_cesta,467.65
02-2019,482.4,São Paulo,preco_cesta,482.4
03-2019,509.11,São Paulo,preco_cesta,509.11
04-2019,522.05,São Paulo,preco_cesta,522.05
05-2019,507.07,São Paulo,preco_cesta,507.07
06-2019,501.68,São Paulo,preco_cesta,501.68
07-2019,493.16,São Paulo,preco_cesta,493.16
08-2019,481.44,São Paulo,preco_cesta,481.44
09-2019,473.85,São Paulo,preco_cesta,473.85
10-2019,473.59,São Paulo,preco_cesta,473.59
11-2019,465.81,São Paulo,preco_cesta,465.81
12-2019,506.5,São Paulo,preco_cesta,506.5
01-2020,517.51,São Paulo,preco_cesta,517.51
02-2020,519.76,São Paulo,preco_cesta,519.76
03-2020,518.5,São Paulo,preco_cesta,518.5
04-2020,556.25,São Paulo,preco_cesta,556.25
05-2020,556.36,São Paulo,preco_cesta,556.36
06-2020,547.03,São Paulo,preco_cesta,547.03
07-2020,524.74,São Paulo,preco_cesta,524.74
08-2020,539.95,São Paulo,preco_cesta,539.95
09-2020,563.35,São Paulo,preco_cesta,563.35
10-2020,595.87,São Paulo,preco_cesta,595.87
11-2020,629.18,São Paulo,preco_cesta,629.18
12-2020,631.46,São Paulo,preco_cesta,631.46
01-2021,654.15,São Paulo,preco_cesta,654.15
02-2021,639.47,São Paulo,preco_cesta,639.47
03-2021,626,São Paulo,preco_cesta,626.0
04-2021,632.61,São Paulo,preco_cesta,632.61
05-2021,636.4,São Paulo,preco_cesta,636.4
06-2021,626.76,São Paulo,preco_cesta,626.76
07-2021,640.51,São Paulo,preco_cesta,640.51
08-2021,650.5,São Paulo,preco_cesta,650.5
09-2021,673.45,São Paulo,preco_cesta,673.45
10-2021,693.79,São Paulo,preco_cesta,693.79
11-2021,692.27,São Paulo,preco_cesta,692.27
12-2021,690.51,São Paulo,preco_cesta,690.51
01-2022,713.86,São Paulo,preco_cesta,713.86
02-2022,715.65,São Paulo,preco_cesta,715.65
03-2022,761.19,São Paulo,preco_cesta,761.19
04-2022,803.99,São Paulo,preco_cesta,803.99
05-2022,777.93,São Paulo,preco_cesta,777.93
06-2022,777.01,São Paulo,preco_cesta,777.01
07-2022,760.45,São Paulo,preco_cesta,760.45
08-2022,749.78,São Paulo,preco_cesta,749.78
09-2022,750.74,São Paulo,preco_cesta,750.74
10-2022,762.2,São Paulo,preco_cesta,762.2
11-2022,782.68,São Paulo,preco_cesta,782.68
12-2022,791.29,São Paulo,preco_cesta,791.29
01-2023,790.57,São Paulo,preco_cesta,790.57
02-2023,779.38,São Paulo,preco_cesta,779.38
03-2023,782.23,São Paulo,preco_cesta,782.23
04-2023,794.68,São Paulo,preco_cesta,794.68
05-2023,791.82,São Paulo,preco_cesta,791.82
06-2023,783.05,São Paulo,preco_cesta,783.05
07-2023,769.95,São Paulo,preco_cesta,769.95
08-2023,748.47,São Paulo,preco_cesta,748.47
09-2023,734.77,São Paulo,preco_cesta,734.77
10-2023,738.13,São Paulo,preco_cesta,738.13
11-2023,749.28,São Paulo,preco_cesta,749.28
12-2023,761.01,São Paulo,preco_cesta,761.01
01-2024,793.39,São Paulo,preco_cesta,793.39
02-2024,808.38,São Paulo,preco_cesta,808.38
03-2024,813.26,São Paulo,preco_cesta,813.26
04-2024,822.84,São Paulo,preco_cesta,822.84
05-2024,826.85,São Paulo,preco_cesta,826.85
06-2024,832.69,São Paulo,preco_cesta,832.69
07-2024,809.77,São Paulo,preco_cesta,809.77
08-2024,786.35,São Paulo,preco_cesta,786.35
09-2024,792.47,São Paulo,preco_cesta,792.47
10-2024,805.84,São Paulo,preco_cesta,805.84
11-2024,828.39,São Paulo,preco_cesta,828.39
12-2024,841.29,São Paulo,preco_cesta,841.29
01-1989,42.14,Belo Horizonte,preco_cesta,42.14
02-1989,51,Belo Horizonte,preco_cesta,51.0
03-1989,55.23,Belo Horizonte,preco_cesta,55.23
04-1989,55.84,Belo Horizonte,preco_cesta,55.84
05-1989,69.59,Belo Horizonte,preco_cesta,69.59
06-1989,98.59,Belo Horizonte,preco_cesta,98.59
07-1989,114.62,Belo Horizonte,preco_cesta,114.62
08-1989,156.47,Belo Horizonte,preco_cesta,156.47
09-1989,194.41,Belo Horizonte,preco_cesta,194.41
10-1989,236.93,Belo Horizonte,preco_cesta,236.93
11-1989,369.51,Belo Horizonte,preco_cesta,369.51
12-1989,548.98,Belo Horizonte,preco_cesta,548.98
01-1990,1036.98,Belo Horizonte,preco_cesta,1036.98
02-1990,1535.88,Belo Horizonte,preco_cesta,1535.88
03-1990,2973.57,Belo Horizonte,preco_cesta,2973.57
04-1990,3144.32,Belo Horizonte,preco_cesta,3144.32
