mes_ano,valor_original,cidade,metrica,valor_reais
05-1990,3460.09,Belo Horizonte,preco_cesta,3460.09
06-1990,4356.56,Belo Horizonte,preco_cesta,4356.56
07-1990,4665.98,Belo Horizonte,preco_cesta,4665.98
08-1990,5301.72,Belo Horizonte,preco_cesta,5301.72
09-1990,6175.6,Belo Horizonte,preco_cesta,6175.6
10-1990,6507.04,Belo Horizonte,preco_cesta,6507.04
11-1990,7124.33,Belo Horizonte,preco_cesta,7124.33
12-1990,7725.41,Belo Horizonte,preco_cesta,7725.41
01-1991,10185.54,Belo Horizonte,preco_cesta,10185.54
02-1991,11558.31,Belo Horizonte,preco_cesta,11558.31
03-1991,12159.02,Belo Horizonte,preco_cesta,12159.02
04-1991,14804.34,Belo Horizonte,preco_cesta,14804.34
05-1991,14906.08,Belo Horizonte,preco_cesta,14906.08
06-1991,15150.8,Belo Horizonte,preco_cesta,15150.8
07-1991,17793.98,Belo Horizonte,preco_cesta,17793.98
08-1991,20342.83,Belo Horizonte,preco_cesta,20342.83
09-1991,22849.17,Belo Horizonte,preco_cesta,22849.17
10-1991,30637.36,Belo Horizonte,preco_cesta,30637.36
11-1991,39387.4,Belo Horizonte,preco_cesta,39387.4
12-1991,47056.56,Belo Horizonte,preco_cesta,47056.56
01-1992,62733.52,Belo Horizonte,preco_cesta,62733.52
02-1992,75883.16,Belo Horizonte,preco_cesta,75883.16
03-1992,89001.3,Belo Horizonte,preco_cesta,89001.3
04-1992,104005.39,Belo Horizonte,preco_cesta,104005.39
05-1992,128821.21,Belo Horizonte,preco_cesta,128821.21
06-1992,148386.82,Belo Horizonte,preco_cesta,148386.82
07-1992,186994.85,Belo Horizonte,preco_cesta,186994.85
08-1992,248797.6,Belo Horizonte,preco_cesta,248797.6
09-1992,312000.81,Belo Horizonte,preco_cesta,312000.81
10-1992,389071.49,Belo Horizonte,preco_cesta,389071.49
11-1992,461804.95,Belo Horizonte,preco_cesta,461804.95
12-1992,569371.54,Belo Horizonte,preco_cesta,569371.54
01-1993,772071.05,Belo Horizonte,preco_cesta,772071.05
02-1993,924700.74,Belo Horizonte,preco_cesta,924700.74
03-1993,1163609.82,Belo Horizonte,preco_cesta,1163609.82
04-1993,1596757.02,Belo Horizonte,preco_cesta,1596757.02
05-1993,2070017.82,Belo Horizonte,preco_cesta,2070017.82
06-1993,2656746.85,Belo Horizonte,preco_cesta,2656746.85
07-1993,3351665.78,Belo Horizonte,preco_cesta,3351665.78
08-1993,4546.21,Belo Horizonte,preco_cesta,4546.21
09-1993,6036.29,Belo Horizonte,preco_cesta,6036.29
10-1993,8165.67,Belo Horizonte,preco_cesta,8165.67
11-1993,11288.43,Belo Horizonte,preco_cesta,11288.43
12-1993,16865.77,Belo Horizonte,preco_cesta,16865.77
01-1994,25164.12,Belo Horizonte,preco_cesta,25164.12
02-1994,34943.48,Belo Horizonte,preco_cesta,34943.48
03-1994,55560.72,Belo Horizonte,preco_cesta,55560.72
04-1994,77572.08,Belo Horizonte,preco_cesta,77572.08
05-1994,99762.54,Belo Horizonte,preco_cesta,99762.54
06-1994,148594.13,Belo Horizonte,preco_cesta,148594.13
07-1994,68.56,Belo Horizonte,preco_cesta,68.56
08-1994,70.05,Belo Horizonte,preco_cesta,70.05
09-1994,77.58,Belo Horizonte,preco_cesta,77.58
10-1994,81.14,Belo Horizonte,preco_cesta,81.14
11-1994,81.98,Belo Horizonte,preco_cesta,81.98
12-1994,81.51,Belo Horizonte,preco_cesta,81.51
01-1995,80.42,Belo Horizonte,preco_cesta,80.42
02-1995,75.7,Belo Horizonte,preco_cesta,75.7
03-1995,78.55,Belo Horizonte,preco_cesta,78.55
04-1995,83.42,Belo Horizonte,preco_cesta,83.42
05-1995,85.34,Belo Horizonte,preco_cesta,85.34
06-1995,79.88,Belo Horizonte,preco_cesta,79.88
07-1995,74.74,Belo Horizonte,preco_cesta,74.74
08-1995,75.19,Belo Horizonte,preco_cesta,75.19
09-1995,74.74,Belo Horizonte,preco_cesta,74.74
10-1995,76.15,Belo Horizonte,preco_cesta,76.15
11-1995,79.25,Belo Horizonte,preco_cesta,79.25
12-1995,81.11,Belo Horizonte,preco_cesta,81.11
01-1996,84.99,Belo Horizonte,preco_cesta,84.99
02-1996,85.43,Belo Horizonte,preco_cesta,85.43
03-1996,83.84,Belo Horizonte,preco_cesta,83.84
04-1996,84.86,Belo Horizonte,preco_cesta,84.86
05-1996,87.6,Belo Horizonte,preco_cesta,87.6
06-1996,87.78,Belo Horizonte,preco_cesta,87.78
07-1996,88.05,Belo Horizonte,preco_cesta,88.05
08-1996,87.54,Belo Horizonte,preco_cesta,87.54
09-1996,85.91,Belo Horizonte,preco_cesta,85.91
10-1996,88.17,Belo Horizonte,preco_cesta,88.17
11-1996,89.53,Belo Horizonte,preco_cesta,89.53
12-1996,85.83,Belo Horizonte,preco_cesta,85.83
01-1997,86.73,Belo Horizonte,preco_cesta,86.73
02-1997,88.78,Belo Horizonte,preco_cesta,88.78
03-1997,91.91,Belo Horizonte,preco_cesta,91.91
04-1997,91.54,Belo Horizonte,preco_cesta,91.54
05-1997,88.32,Belo Horizonte,preco_cesta,88.32
06-1997,85.48,Belo Horizonte,preco_cesta,85.48
07-1997,84.14,Belo Horizonte,preco_cesta,84.14
08-1997,86.58,Belo Horizonte,preco_cesta,86.58
09-1997,84.5,Belo Horizonte,preco_cesta,84.5
10-1997,83.95,Belo Horizonte,preco_cesta,83.95
11-1997,85.59,Belo Horizonte,preco_cesta,85.59
12-1997,91.33,Belo Horizonte,preco_cesta,91.33
01-1998,95.17,Belo Horizonte,preco_cesta,95.17
02-1998,94.52,Belo Horizonte,preco_cesta,94.52
03-1998,94.79,Belo Horizonte,preco_cesta,94.79
04-1998,97.65,Belo Horizonte,preco_cesta,97.65
05-1998,103.12,Belo Horizonte,preco_cesta,103.12
06-1998,99.79,Belo Horizonte,preco_cesta,99.79
07-1998,93.16,Belo Horizonte,preco_cesta,93.16
08-1998,91.91,Belo Horizonte,preco_cesta,91.91
09-1998,90.59,Belo Horizonte,preco_cesta,90.59
10-1998,92.3,Belo Horizonte,preco_cesta,92.3
11-1998,91.05,Belo Horizonte,preco_cesta,91.05
12-1998,93.58,Belo Horizonte,preco_cesta,93.58
01-1999,95.55,Belo Horizonte,preco_cesta,95.55
02-1999,100.26,Belo Horizonte,preco_cesta,100.26
03-1999,98.41,Belo Horizonte,preco_cesta,98.41
04-1999,97.34,Belo Horizonte,preco_cesta,97.34
05-1999,96.66,Belo Horizonte,preco_cesta,96.66
06-1999,94.53,Belo Horizonte,preco_cesta,94.53
07-1999,94.1,Belo Horizonte,preco_cesta,94.1
08-1999,98.5,Belo Horizonte,preco_cesta,98.5
09-1999,97.07,Belo Horizonte,preco_cesta,97.07
10-1999,100.79,Belo Horizonte,preco_cesta,100.79
11-1999,103.91,Belo Horizonte,preco_cesta,103.91
12-1999,98.44,Belo Horizonte,preco_cesta,98.44
01-2000,104.3,Belo Horizonte,preco_cesta,104.3
02-2000,107.4,Belo Horizonte,preco_cesta,107.4
03-2000,110.8,Belo Horizonte,preco_cesta,110.8
04-2000,110.28,Belo Horizonte,preco_cesta,110.28
05-2000,103.28,Belo Horizonte,preco_cesta,103.28
06-2000,99.81,Belo Horizonte,preco_cesta,99.81
07-2000,104.61,Belo Horizonte,preco_cesta,104.61
08-2000,106.6,Belo Horizonte,preco_cesta,106.6
09-2000,110.04,Belo Horizonte,preco_cesta,110.04
10-2000,113.55,Belo Horizonte,preco_cesta,113.55
11-2000,115.23,Belo Horizonte,preco_cesta,115.23
12-2000,111.12,Belo Horizonte,preco_cesta,111.12
01-2001,117.55,Belo Horizonte,preco_cesta,117.55
02-2001,118.45,Belo Horizonte,preco_cesta,118.45
03-2001,118.83,Belo Horizonte,preco_cesta,118.83
04-2001,127.38,Belo Horizonte,preco_cesta,127.38
05-2001,123.72,Belo Horizonte,preco_cesta,123.72
06-2001,115.91,Belo Horizonte,preco_cesta,115.91
07-2001,116.64,Belo Horizonte,preco_cesta,116.64
08-2001,113.8,Belo Horizonte,preco_cesta,113.8
09-2001,115.06,Belo Horizonte,preco_cesta,115.06
10-2001,118.95,Belo Horizonte,preco_cesta,118.95
11-2001,119.27,Belo Horizonte,preco_cesta,119.27
12-2001,121.02,Belo Horizonte,preco_cesta,121.02
01-2002,121.59,Belo Horizonte,preco_cesta,121.59
02-2002,118.2,Belo Horizonte,preco_cesta,118.2
03-2002,116.18,Belo Horizonte,preco_cesta,116.18
04-2002,118.25,Belo Horizonte,preco_cesta,118.25
05-2002,116.93,Belo Horizonte,preco_cesta,116.93
06-2002,118.56,Belo Horizonte,preco_cesta,118.56
07-2002,121.93,Belo Horizonte,preco_cesta,121.93
08-2002,123.27,Belo Horizonte,preco_cesta,123.27
09-2002,134.09,Belo Horizonte,preco_cesta,134.09
10-2002,133.39,Belo Horizonte,preco_cesta,133.39
11-2002,144.43,Belo Horizonte,preco_cesta,144.43
12-2002,150.94,Belo Horizonte,preco_cesta,150.94
01-2003,150.53,Belo Horizonte,preco_cesta,150.53
02-2003,153.62,Belo Horizonte,preco_cesta,153.62
03-2003,163.76,Belo Horizonte,preco_cesta,163.76
04-2003,167.94,Belo Horizonte,preco_cesta,167.94
05-2003,161.02,Belo Horizonte,preco_cesta,161.02
06-2003,152.28,Belo Horizonte,preco_cesta,152.28
07-2003,144.46,Belo Horizonte,preco_cesta,144.46
08-2003,141.83,Belo Horizonte,preco_cesta,141.83
09-2003,146.87,Belo Horizonte,preco_cesta,146.87
10-2003,148.51,Belo Horizonte,preco_cesta,148.51
11-2003,151.76,Belo Horizonte,preco_cesta,151.76
12-2003,150.58,Belo Horizonte,preco_cesta,150.58
01-2004,158.92,Belo Horizonte,preco_cesta,158.92
02-2004,156.27,Belo Horizonte,preco_cesta,156.27
03-2004,154.51,Belo Horizonte,preco_cesta,154.51
04-2004,153.32,Belo Horizonte,preco_cesta,153.32
05-2004,161.69,Belo Horizonte,preco_cesta,161.69
06-2004,166.1,Belo Horizonte,preco_cesta,166.1
07-2004,169.59,Belo Horizonte,preco_cesta,169.59
08-2004,176.21,Belo Horizonte,preco_cesta,176.21
09-2004,166.05,Belo Horizonte,preco_cesta,166.05
10-2004,168.76,Belo Horizonte,preco_cesta,168.76
11-2004,155.99,Belo Horizonte,preco_cesta,155.99
12-2004,152.27,Belo Horizonte,preco_cesta,152.27
01-2005,150.56,Belo Horizonte,preco_cesta,150.56
02-2005,150.97,Belo Horizonte,preco_cesta,150.97
03-2005,157.47,Belo Horizonte,preco_cesta,157.47
04-2005,167.75,Belo Horizonte,preco_cesta,167.75
05-2005,180.36,Belo Horizonte,preco_cesta,180.36
06-2005,168.07,Belo Horizonte,preco_cesta,168.07
07-2005,164.87,Belo Horizonte,preco_cesta,164.87
08-2005,159.83,Belo Horizonte,preco_cesta,159.83
09-2005,154.97,Belo Horizonte,preco_cesta,154.97
10-2005,157.58,Belo Horizonte,preco_cesta,157.58
11-2005,172.27,Belo Horizonte,preco_cesta,172.27
12-2005,176.88,Belo Horizonte,preco_cesta,176.88
01-2006,169,Belo Horizonte,preco_cesta,169.0
02-2006,162.75,Belo Horizonte,preco_cesta,162.75
03-2006,164.98,Belo Horizonte,preco_cesta,164.98
04-2006,170.22,Belo Horizonte,preco_cesta,170.22
05-2006,165.34,Belo Horizonte,preco_cesta,165.34
06-2006,159.97,Belo Horizonte,preco_cesta,159.97
07-2006,156.75,Belo Horizonte,preco_cesta,156.75
08-2006,160.24,Belo Horizonte,preco_cesta,160.24
09-2006,161.17,Belo Horizonte,preco_cesta,161.17
10-2006,172.27,Belo Horizonte,preco_cesta,172.27
11-2006,179.25,Belo Horizonte,preco_cesta,179.25
12-2006,171.49,Belo Horizonte,preco_cesta,171.49
01-2007,176.24,Belo Horizonte,preco_cesta,176.24
02-2007,185.37,Belo Horizonte,preco_cesta,185.37
03-2007,190.11,Belo Horizonte,preco_cesta,190.11
04-2007,175.92,Belo Horizonte,preco_cesta,175.92
05-2007,167.5,Belo Horizonte,preco_cesta,167.5
06-2007,165.82,Belo Horizonte,preco_cesta,165.82
07-2007,162.37,Belo Horizonte,preco_cesta,162.37
08-2007,175.59,Belo Horizonte,preco_cesta,175.59
09-2007,180.57,Belo Horizonte,preco_cesta,180.57
10-2007,186.77,Belo Horizonte,preco_cesta,186.77
11-2007,194.05,Belo Horizonte,preco_cesta,194.05
12-2007,204.8,Belo Horizonte,preco_cesta,204.8
01-2008,216.78,Belo Horizonte,preco_cesta,216.78
02-2008,206.42,Belo Horizonte,preco_cesta,206.42
03-2008,213.48,Belo Horizonte,preco_cesta,213.48
04-2008,228.32,Belo Horizonte,preco_cesta,228.32
05-2008,230.55,Belo Horizonte,preco_cesta,230.55
06-2008,236.03,Belo Horizonte,preco_cesta,236.03
07-2008,247.01,Belo Horizonte,preco_cesta,247.01
08-2008,231.26,Belo Horizonte,preco_cesta,231.26
09-2008,220.97,Belo Horizonte,preco_cesta,220.97
10-2008,222.71,Belo Horizonte,preco_cesta,222.71
11-2008,225.4,Belo Horizonte,preco_cesta,225.4
12-2008,230.25,Belo Horizonte,preco_cesta,230.25
01-2009,232.03,Belo Horizonte,preco_cesta,232.03
02-2009,217.27,Belo Horizonte,preco_cesta,217.27
03-2009,206.59,Belo Horizonte,preco_cesta,206.59
04-2009,214.55,Belo Horizonte,preco_cesta,214.55
05-2009,216.09,Belo Horizonte,preco_cesta,216.09
06-2009,218.18,Belo Horizonte,preco_cesta,218.18
07-2009,214.55,Belo Horizonte,preco_cesta,214.55
08-2009,213.51,Belo Horizonte,preco_cesta,213.51
09-2009,215.42,Belo Horizonte,preco_cesta,215.42
10-2009,220.52,Belo Horizonte,preco_cesta,220.52
11-2009,225.33,Belo Horizonte,preco_cesta,225.33
12-2009,213.97,Belo Horizonte,preco_cesta,213.97
01-2010,205.69,Belo Horizonte,preco_cesta,205.69
02-2010,216.51,Belo Horizonte,preco_cesta,216.51
03-2010,224.37,Belo Horizonte,preco_cesta,224.37
04-2010,239.06,Belo Horizonte,preco_cesta,239.06
05-2010,240.47,Belo Horizonte,preco_cesta,240.47
06-2010,231.54,Belo Horizonte,preco_cesta,231.54
07-2010,217.97,Belo Horizonte,preco_cesta,217.97
08-2010,213.81,Belo Horizonte,preco_cesta,213.81
09-2010,217.66,Belo Horizonte,preco_cesta,217.66
10-2010,229.64,Belo Horizonte,preco_cesta,229.64
11-2010,235.83,Belo Horizonte,preco_cesta,235.83
12-2010,236.24,Belo Horizonte,preco_cesta,236.24
01-2011,244.12,Belo Horizonte,preco_cesta,244.12
02-2011,246.63,Belo Horizonte,preco_cesta,246.63
03-2011,248.77,Belo Horizonte,preco_cesta,248.77
04-2011,247.03,Belo Horizonte,preco_cesta,247.03
05-2011,247.23,Belo Horizonte,preco_cesta,247.23
06-2011,248.06,Belo Horizonte,preco_cesta,248.06
07-2011,245.09,Belo Horizonte,preco_cesta,245.09
08-2011,249.48,Belo Horizonte,preco_cesta,249.48
09-2011,250.96,Belo Horizonte,preco_cesta,250.96
10-2011,252.2,Belo Horizonte,preco_cesta,252.2
11-2011,256.7,Belo Horizonte,preco_cesta,256.7
12-2011,264.01,Belo Horizonte,preco_cesta,264.01
01-2012,268.07,Belo Horizonte,preco_cesta,268.07
02-2012,264.28,Belo Horizonte,preco_cesta,264.28
03-2012,260.93,Belo Horizonte,preco_cesta,260.93
04-2012,258.78,Belo Horizonte,preco_cesta,258.78
05-2012,264.95,Belo Horizonte,preco_cesta,264.95
06-2012,265.9,Belo Horizonte,preco_cesta,265.9
07-2012,288.26,Belo Horizonte,preco_cesta,288.26
08-2012,286.35,Belo Horizonte,preco_cesta,286.35
09-2012,295.6,Belo Horizonte,preco_cesta,295.6
10-2012,290.61,Belo Horizonte,preco_cesta,290.61
11-2012,282.82,Belo Horizonte,preco_cesta,282.82
12-2012,290.88,Belo Horizonte,preco_cesta,290.88
01-2013,299.79,Belo Horizonte,preco_cesta,299.79
02-2013,313.48,Belo Horizonte,preco_cesta,313.48
03-2013,323.97,Belo Horizonte,preco_cesta,323.97
04-2013,324.53,Belo Horizonte,preco_cesta,324.53
05-2013,314.78,Belo Horizonte,preco_cesta,314.78
06-2013,308.48,Belo Horizonte,preco_cesta,308.48
07-2013,293.48,Belo Horizonte,preco_cesta,293.48
08-2013,290.54,Belo Horizonte,preco_cesta,290.54
09-2013,295.96,Belo Horizonte,preco_cesta,295.96
10-2013,302.76,Belo Horizonte,preco_cesta,302.76
11-2013,310.84,Belo Horizonte,preco_cesta,310.84
12-2013,312.25,Belo Horizonte,preco_cesta,312.25
01-2014,306.01,Belo Horizonte,preco_cesta,306.01
02-2014,308.16,Belo Horizonte,preco_cesta,308.16
03-2014,307.18,Belo Horizonte,preco_cesta,307.18
04-2014,342.49,Belo Horizonte,preco_cesta,342.49
05-2014,345.14,Belo Horizonte,preco_cesta,345.14
06-2014,319.84,Belo Horizonte,preco_cesta,319.84
07-2014,308.35,Belo Horizonte,preco_cesta,308.35
08-2014,303.5,Belo Horizonte,preco_cesta,303.5
09-2014,303.54,Belo Horizonte,preco_cesta,303.54
10-2014,307.5,Belo Horizonte,preco_cesta,307.5
11-2014,309.56,Belo Horizonte,preco_cesta,309.56
12-2014,316.06,Belo Horizonte,preco_cesta,316.06
01-2015,337.57,Belo Horizonte,preco_cesta,337.57
02-2015,341.72,Belo Horizonte,preco_cesta,341.72
03-2015,343.22,Belo Horizonte,preco_cesta,343.22
04-2015,348.36,Belo Horizonte,preco_cesta,348.36
05-2015,355.92,Belo Horizonte,preco_cesta,355.92
06-2015,338.76,Belo Horizonte,preco_cesta,338.76
07-2015,345.02,Belo Horizonte,preco_cesta,345.02
08-2015,337.42,Belo Horizonte,preco_cesta,337.42
09-2015,338.19,Belo Horizonte,preco_cesta,338.19
10-2015,338.61,Belo Horizonte,preco_cesta,338.61
11-2015,362.19,Belo Horizonte,preco_cesta,362.19
12-2015,376.91,Belo Horizonte,preco_cesta,376.91
01-2016,417.72,Belo Horizonte,preco_cesta,417.72
02-2016,400.29,Belo Horizonte,preco_cesta,400.29
03-2016,408.84,Belo Horizonte,preco_cesta,408.84
04-2016,399.24,Belo Horizonte,preco_cesta,399.24
05-2016,408.5,Belo Horizonte,preco_cesta,408.5
06-2016,425.82,Belo Horizonte,preco_cesta,425.82
07-2016,423.1,Belo Horizonte,preco_cesta,423.1
08-2016,429.64,Belo Horizonte,preco_cesta,429.64
09-2016,421.55,Belo Horizonte,preco_cesta,421.55
10-2016,418.47,Belo Horizonte,preco_cesta,418.47
11-2016,400.9,Belo Horizonte,preco_cesta,400.9
12-2016,394.66,Belo Horizonte,preco_cesta,394.66
01-2017,389.69,Belo Horizonte,preco_cesta,389.69
02-2017,377.66,Belo Horizonte,preco_cesta,377.66
03-2017,385.57,Belo Horizonte,preco_cesta,385.57
04-2017,397.36,Belo Horizonte,preco_cesta,397.36
05-2017,390.6,Belo Horizonte,preco_cesta,390.6
06-2017,374.87,Belo Horizonte,preco_cesta,374.87
07-2017,383.69,Belo Horizonte,preco_cesta,383.69
08-2017,365.05,Belo Horizonte,preco_cesta,365.05
09-2017,361.82,Belo Horizonte,preco_cesta,361.82
10-2017,365.89,Belo Horizonte,preco_cesta,365.89
11-2017,359.71,Belo Horizonte,preco_cesta,359.71
12-2017,361.61,Belo Horizonte,preco_cesta,361.61
01-2018,380.02,Belo Horizonte,preco_cesta,380.02
02-2018,381.9,Belo Horizonte,preco_cesta,381.9
03-2018,378.13,Belo Horizonte,preco_cesta,378.13
04-2018,376.58,Belo Horizonte,preco_cesta,376.58
05-2018,375.11,Belo Horizonte,preco_cesta,375.11
06-2018,373.92,Belo Horizonte,preco_cesta,373.92
07-2018,363.28,Belo Horizonte,preco_cesta,363.28
08-2018,357.93,Belo Horizonte,preco_cesta,357.93
09-2018,358.83,Belo Horizonte,preco_cesta,358.83
10-2018,372.77,Belo Horizonte,preco_cesta,372.77
11-2018,401.9,Belo Horizonte,preco_cesta,401.9
12-2018,408.71,Belo Horizonte,preco_cesta,408.71
01-2019,405.4,Belo Horizonte,preco_cesta,405.4
02-2019,425,Belo Horizonte,preco_cesta,425.0
03-2019,443.26,Belo Horizonte,preco_cesta,443.26
04-2019,456.91,Belo Horizonte,preco_cesta,456.91
05-2019,424.85,Belo Horizonte,preco_cesta,424.85
06-2019,429.3,Belo Horizonte,preco_cesta,429.3
07-2019,415.03,Belo Horizonte,preco_cesta,415.03
08-2019,401.14,Belo Horizonte,preco_cesta,401.14
09-2019,390.93,Belo Horizonte,preco_cesta,390.93
10-2019,391.85,Belo Horizonte,preco_cesta,391.85
11-2019,393.58,Belo Horizonte,preco_cesta,393.58
12-2019,444.91,Belo Horizonte,preco_cesta,444.91
01-2020,456.35,Belo Horizonte,preco_cesta,456.35
02-2020,459.1,Belo Horizonte,preco_cesta,459.1
03-2020,461.28,Belo Horizonte,preco_cesta,461.28
04-2020,484.55,Belo Horizonte,preco_cesta,484.55
05-2020,484.02,Belo Horizonte,preco_cesta,484.02
06-2020,475.19,Belo Horizonte,preco_cesta,475.19
07-2020,465.06,Belo Horizonte,preco_cesta,465.06
08-2020,478.07,Belo Horizonte,preco_cesta,478.07
09-2020,491.62,Belo Horizonte,preco_cesta,491.62
10-2020,516.82,Belo Horizonte,preco_cesta,516.82
11-2020,552.37,Belo Horizonte,preco_cesta,552.37
12-2020,568.53,Belo Horizonte,preco_cesta,568.53
01-2021,592.26,Belo Horizonte,preco_cesta,592.26
02-2021,573.53,Belo Horizonte,preco_cesta,573.53
03-2021,555.67,Belo Horizonte,preco_cesta,555.67
04-2021,565.78,Belo Horizonte,preco_cesta,565.78
05-2021,,Belo Horizonte,preco_cesta,
06-2021,536.88,Belo Horizonte,preco_cesta,536.88
07-2021,555.12,Belo Horizonte,preco_cesta,555.12
08-2021,570.07,Belo Horizonte,preco_cesta,570.07
09-2021,589.74,Belo Horizonte,preco_cesta,589.74
10-2021,605.02,Belo Horizonte,preco_cesta,605.02
11-2021,601.42,Belo Horizonte,preco_cesta,601.42
12-2021,613.94,Belo Horizonte,preco_cesta,613.94
01-2022,641.83,Belo Horizonte,preco_cesta,641.83
02-2022,650.63,Belo Horizonte,preco_cesta,650.63
03-2022,678.02,Belo Horizonte,preco_cesta,678.02
04-2022,700.54,Belo Horizonte,preco_cesta,700.54
05-2022,659.72,Belo Horizonte,preco_cesta,659.72
06-2022,656.72,Belo Horizonte,preco_cesta,656.72
07-2022,661.67,Belo Horizonte,preco_cesta,661.67
08-2022,648.01,Belo Horizonte,preco_cesta,648.01
09-2022,662.24,Belo Horizonte,preco_cesta,662.24
10-2022,674.82,Belo Horizonte,preco_cesta,674.82
11-2022,705.52,Belo Horizonte,preco_cesta,705.52
12-2022,706.52,Belo Horizonte,preco_cesta,706.52
01-2023,717.53,Belo Horizonte,preco_cesta,717.53
02-2023,689.09,Belo Horizonte,preco_cesta,689.09
03-2023,662.9,Belo Horizonte,preco_cesta,662.9
04-2023,677.51,Belo Horizonte,preco_cesta,677.51
05-2023,675.3,Belo Horizonte,preco_cesta,675.3
06-2023,664.42,Belo Horizonte,preco_cesta,664.42
07-2023,662.38,Belo Horizonte,preco_cesta,662.38
08-2023,657.57,Belo Horizonte,preco_cesta,657.57
09-2023,645.33,Belo Horizonte,preco_cesta,645.33
10-2023,637.4,Belo Horizonte,preco_cesta,637.4
11-2023,650.33,Belo Horizonte,preco_cesta,650.33
12-2023,667.39,Belo Horizonte,preco_cesta,667.39
01-2024,736.36,Belo Horizonte,preco_cesta,736.36
